"idt_ra","des_fase","des_turma","num_idade","num_inde","nam_pedra","num_iaa","num_ian","num_ieg","num_ips","num_ida","des_indicado","des_atingiu_pv","num_ipv","nam_fase_ideal","num_defasagem","num_ano"
RA-195,3.0,B,13,8.017,Ametista,8.8,10.0,9.2,5.0,6.3,Não,Não,8.25,Fase 3 (7º e 8º ano),0,2022
RA-196,3.0,B,12,8.124,Topázio,9.2,10.0,9.1,7.5,5.1,Não,Sim,8.625,Fase 3 (7º e 8º ano),0,2022
RA-197,3.0,B,13,8.218,Topázio,8.8,10.0,9.7,4.4,7.3,Não,Não,8.292,Fase 3 (7º e 8º ano),0,2022
RA-198,3.0,B,13,5.554,Quartzo,0.0,10.0,6.2,5.0,4.6,Não,Não,5.958,Fase 3 (7º e 8º ano),0,2022
RA-199,3.0,B,13,7.564,Ametista,8.3,10.0,7.1,7.5,7.5,Não,Não,6.458,Fase 3 (7º e 8º ano),0,2022
RA-200,3.0,B,15,5.705,Quartzo,7.9,5.0,5.6,4.4,5.5,Não,Não,4.917,Fase 5 (1º EM),-2,2022
RA-201,3.0,B,15,7.078,Ametista,7.9,5.0,7.3,7.5,6.5,Não,Não,7.542,Fase 5 (1º EM),-2,2022
RA-202,3.0,B,14,5.201,Quartzo,0.0,5.0,5.2,4.4,5.4,Sim,Não,6.917,Fase 4 (9º ano),-1,2022
RA-203,3.0,B,14,5.669,Quartzo,8.8,5.0,4.3,7.5,2.8,Não,Não,6.875,Fase 4 (9º ano),-1,2022
RA-204,3.0,B,13,6.943,Ágata,7.9,10.0,6.7,4.4,7.4,Não,Não,5.708,Fase 3 (7º e 8º ano),0,2022
RA-205,3.0,B,14,5.372,Quartzo,9.6,5.0,3.8,7.5,4.1,Não,Não,4.833,Fase 4 (9º ano),-1,2022
RA-206,3.0,B,12,7.101,Ametista,8.3,10.0,8.8,7.5,5.0,Não,Não,5.167,Fase 3 (7º e 8º ano),0,2022
RA-207,3.0,C,16,4.936,Quartzo,0.0,2.5,4.8,7.5,5.8,Não,Não,5.708,Fase 6 (2º EM),-3,2022
RA-208,3.0,C,14,6.667,Ágata,7.5,5.0,7.1,7.5,6.1,Não,Não,6.417,Fase 4 (9º ano),-1,2022
RA-209,3.0,C,14,4.499,Quartzo,0.0,5.0,4.8,5.6,6.0,Não,Não,3.75,Fase 4 (9º ano),-1,2022
RA-210,3.0,C,14,4.44,Quartzo,0.0,5.0,5.1,7.5,3.4,Não,Não,4.417,Fase 4 (9º ano),-1,2022
RA-211,3.0,C,13,8.465,Topázio,9.2,10.0,8.8,7.5,7.6,Sim,Sim,8.458,Fase 3 (7º e 8º ano),0,2022
RA-212,3.0,C,14,7.268,Ametista,9.6,5.0,8.4,7.5,6.2,Não,Não,6.958,Fase 4 (9º ano),-1,2022
RA-213,3.0,C,13,7.209,Ametista,9.6,10.0,8.7,7.5,3.5,Não,Não,6.833,Fase 3 (7º e 8º ano),0,2022
RA-214,3.0,C,15,4.87,Quartzo,0.0,5.0,6.1,7.5,4.3,Não,Não,5.125,Fase 5 (1º EM),-2,2022
RA-215,3.0,D,13,7.172,Ametista,6.7,10.0,5.8,7.5,7.8,Não,Não,6.542,Fase 3 (7º e 8º ano),0,2022
RA-216,3.0,D,13,7.502,Ametista,7.9,10.0,8.5,7.5,7.0,Não,Não,5.583,Fase 3 (7º e 8º ano),0,2022
RA-217,3.0,D,15,7.397,Ametista,7.9,5.0,8.5,7.5,7.1,Sim,Não,7.292,Fase 5 (1º EM),-2,2022
RA-218,3.0,D,14,6.1,Ágata,6.3,5.0,7.3,7.5,4.0,Não,Não,6.125,Fase 4 (9º ano),-1,2022
RA-219,3.0,D,16,5.942,Quartzo,8.8,2.5,6.9,7.5,3.5,Não,Não,6.375,Fase 6 (2º EM),-3,2022
RA-220,3.0,D,13,7.028,Ágata,0.0,10.0,8.1,7.5,6.5,Sim,Não,7.833,Fase 3 (7º e 8º ano),0,2022
RA-221,3.0,D,14,6.892,Ágata,9.6,5.0,8.5,7.5,5.2,Não,Não,6.0,Fase 4 (9º ano),-1,2022
RA-222,3.0,D,15,5.604,Quartzo,7.1,5.0,4.6,7.5,6.2,Não,Não,4.917,Fase 5 (1º EM),-2,2022
RA-223,3.0,E,13,4.966,Quartzo,0.0,10.0,4.6,7.5,3.1,Não,Não,5.583,Fase 3 (7º e 8º ano),0,2022
RA-224,3.0,E,13,5.671,Quartzo,9.6,10.0,4.3,7.5,2.6,Não,Não,4.875,Fase 3 (7º e 8º ano),0,2022
RA-225,3.0,E,14,5.918,Quartzo,8.3,5.0,5.3,7.5,5.0,Não,Não,5.708,Fase 4 (9º ano),-1,2022
RA-226,3.0,E,14,6.549,Ágata,7.5,5.0,6.1,7.5,6.8,Não,Não,6.208,Fase 4 (9º ano),-1,2022
RA-227,3.0,E,12,6.471,Ágata,9.2,10.0,6.4,7.5,3.3,Não,Não,5.833,Fase 3 (7º e 8º ano),0,2022
RA-228,3.0,E,15,6.196,Ágata,7.5,5.0,6.7,7.5,4.8,Não,Não,6.417,Fase 5 (1º EM),-2,2022
RA-229,3.0,E,12,8.62,Topázio,10.0,10.0,9.4,7.5,6.9,Sim,Sim,8.5,Fase 3 (7º e 8º ano),0,2022
RA-230,3.0,E,14,6.328,Ágata,7.9,5.0,5.1,7.5,5.7,Sim,Não,6.75,Fase 4 (9º ano),-1,2022
RA-231,3.0,E,14,6.116,Ágata,8.8,5.0,7.4,7.5,3.8,Não,Não,5.333,Fase 4 (9º ano),-1,2022
RA-232,3.0,E,12,4.245,Quartzo,0.0,10.0,4.9,7.5,0.0,Não,Não,4.542,Fase 3 (7º e 8º ano),0,2022
RA-233,3.0,E,14,6.051,Ágata,7.9,5.0,7.4,7.5,3.8,Não,Não,5.5,Fase 4 (9º ano),-1,2022
RA-234,3.0,E,13,6.719,Ágata,10.0,10.0,7.6,5.6,4.3,Não,Não,5.583,Fase 3 (7º e 8º ano),0,2022
RA-235,3.0,E,14,6.79,Ágata,8.3,5.0,7.3,7.5,6.3,Não,Não,6.417,Fase 4 (9º ano),-1,2022
RA-236,3.0,F,12,7.11,Ametista,9.6,10.0,7.5,7.5,3.7,Não,Não,7.208,Fase 3 (7º e 8º ano),0,2022
RA-237,3.0,F,14,8.084,Topázio,10.0,5.0,9.0,7.5,7.8,Sim,Sim,8.417,Fase 4 (9º ano),-1,2022
RA-238,3.0,F,14,6.331,Ágata,8.8,5.0,6.4,5.0,5.1,Não,Não,7.208,Fase 4 (9º ano),-1,2022
RA-239,3.0,F,15,4.572,Quartzo,0.0,5.0,3.7,7.5,3.7,Não,Não,5.958,Fase 5 (1º EM),-2,2022
RA-240,3.0,F,13,6.943,Ágata,7.1,10.0,8.1,5.0,4.7,Não,Não,7.042,Fase 3 (7º e 8º ano),0,2022
RA-241,3.0,F,14,8.468,Topázio,10.0,5.0,10.0,7.5,7.7,Não,Sim,9.125,Fase 4 (9º ano),-1,2022
RA-242,3.0,F,13,8.673,Topázio,9.6,10.0,9.7,5.6,8.2,Não,Sim,8.708,Fase 3 (7º e 8º ano),0,2022
RA-243,3.0,F,15,6.982,Ágata,7.1,5.0,8.7,5.0,6.0,Não,Não,7.875,Fase 5 (1º EM),-2,2022
RA-244,3.0,F,12,8.51,Topázio,7.5,10.0,9.4,6.3,7.8,Não,Sim,9.208,Fase 3 (7º e 8º ano),0,2022
RA-245,3.0,F,14,8.656,Topázio,10.0,5.0,9.9,7.5,8.4,Não,Sim,9.25,Fase 4 (9º ano),-1,2022
RA-246,3.0,F,13,8.639,Topázio,8.3,10.0,9.4,7.5,7.6,Sim,Sim,9.167,Fase 3 (7º e 8º ano),0,2022
RA-247,3.0,F,13,7.72,Ametista,8.3,10.0,8.2,7.5,5.8,Sim,Não,7.875,Fase 3 (7º e 8º ano),0,2022
RA-248,3.0,F,13,7.429,Ametista,9.2,10.0,7.6,7.5,5.2,Não,Não,7.292,Fase 3 (7º e 8º ano),0,2022
RA-249,3.0,G,14,5.097,Quartzo,6.7,5.0,7.4,5.0,2.9,Não,Não,4.292,Fase 4 (9º ano),-1,2022
RA-250,3.0,G,12,7.958,Ametista,8.3,10.0,8.6,7.5,6.6,Sim,Não,7.625,Fase 3 (7º e 8º ano),0,2022
RA-251,3.0,G,15,7.022,Ágata,10.0,5.0,8.1,5.6,6.3,Não,Não,6.625,Fase 5 (1º EM),-2,2022
RA-252,3.0,G,14,4.277,Quartzo,9.2,5.0,2.8,7.5,0.9,Não,Não,3.875,Fase 4 (9º ano),-1,2022
RA-253,3.0,G,15,4.312,Quartzo,9.2,5.0,3.6,5.0,1.8,Não,Não,3.75,Fase 5 (1º EM),-2,2022
RA-254,3.0,G,14,6.715,Ágata,10.0,5.0,7.4,5.6,5.3,Não,Não,6.917,Fase 4 (9º ano),-1,2022
RA-255,3.0,G,14,4.563,Quartzo,7.5,5.0,3.8,5.0,1.3,Não,Não,5.542,Fase 4 (9º ano),-1,2022
RA-256,3.0,G,12,7.192,Ametista,8.8,10.0,8.5,5.0,5.2,Não,Não,6.708,Fase 3 (7º e 8º ano),0,2022
RA-257,3.0,G,14,5.149,Quartzo,0.0,5.0,6.4,5.6,3.6,Não,Não,6.708,Fase 4 (9º ano),-1,2022
RA-258,3.0,G,12,6.926,Ágata,10.0,10.0,7.3,5.6,4.8,Não,Não,6.125,Fase 3 (7º e 8º ano),0,2022
RA-259,3.0,G,16,4.182,Quartzo,8.8,2.5,2.9,7.5,0.9,Não,Não,4.625,Fase 6 (2º EM),-3,2022
RA-260,3.0,G,13,7.44,Ametista,10.0,10.0,8.2,7.5,5.0,Não,Não,6.458,Fase 3 (7º e 8º ano),0,2022
RA-261,3.0,G,14,6.763,Ágata,8.8,5.0,7.2,5.6,5.8,Sim,Não,7.042,Fase 4 (9º ano),-1,2022
RA-262,3.0,G,15,4.786,Quartzo,0.0,5.0,5.8,5.6,3.4,Não,Não,5.625,Fase 5 (1º EM),-2,2022
RA-263,3.0,G,15,5.319,Quartzo,5.8,5.0,5.6,7.5,3.7,Não,Não,4.417,Fase 5 (1º EM),-2,2022
RA-264,3.0,I,15,7.087,Ametista,10.0,5.0,9.2,5.6,5.8,Não,Não,6.625,Fase 5 (1º EM),-2,2022
RA-265,3.0,I,13,7.926,Ametista,8.3,10.0,7.7,7.5,6.9,Sim,Não,7.917,Fase 3 (7º e 8º ano),0,2022
RA-266,3.0,I,16,5.987,Quartzo,7.5,2.5,5.8,5.6,6.0,Não,Não,6.583,Fase 6 (2º EM),-3,2022
RA-267,3.0,I,15,6.012,Ágata,10.0,5.0,7.4,5.0,3.3,Não,Não,6.292,Fase 5 (1º EM),-2,2022
RA-268,3.0,K,14,6.695,Ágata,9.2,5.0,6.7,6.3,5.7,Sim,Não,7.208,Fase 4 (9º ano),-1,2022
RA-269,3.0,K,13,8.231,Topázio,9.2,10.0,8.6,6.3,8.9,Não,Não,7.25,Fase 3 (7º e 8º ano),0,2022
RA-270,3.0,K,13,8.226,Topázio,8.3,10.0,8.4,6.9,7.9,Não,Não,8.125,Fase 3 (7º e 8º ano),0,2022
RA-271,3.0,K,15,7.255,Ametista,9.2,5.0,8.5,5.6,7.1,Sim,Não,6.958,Fase 5 (1º EM),-2,2022
RA-272,3.0,K,14,6.361,Ágata,9.2,5.0,5.7,7.5,5.1,Não,Não,6.417,Fase 4 (9º ano),-1,2022
RA-273,3.0,K,14,5.679,Quartzo,9.2,5.0,5.3,7.5,3.0,Não,Não,5.833,Fase 4 (9º ano),-1,2022
RA-274,3.0,K,11,7.946,Ametista,7.9,10.0,8.3,7.5,8.1,Não,Não,7.0,Fase 2 (5º e 6º ano),1,2022
RA-275,3.0,K,15,6.665,Ágata,9.6,5.0,6.9,7.5,4.6,Sim,Não,6.667,Fase 5 (1º EM),-2,2022
RA-276,3.0,K,14,5.527,Quartzo,7.1,5.0,5.7,5.6,4.3,Não,Não,5.125,Fase 4 (9º ano),-1,2022
RA-277,3.0,K,14,7.411,Ametista,7.1,5.0,8.8,7.5,7.4,Sim,Não,7.208,Fase 4 (9º ano),-1,2022
RA-278,3.0,K,12,7.741,Ametista,8.8,10.0,9.2,5.6,6.0,Não,Não,7.417,Fase 3 (7º e 8º ano),0,2022
RA-279,3.0,K,13,8.815,Topázio,9.2,10.0,9.9,6.3,9.1,Não,Não,8.208,Fase 3 (7º e 8º ano),0,2022
RA-280,3.0,K,13,8.046,Ametista,7.5,10.0,9.2,7.5,7.1,Não,Não,7.333,Fase 3 (7º e 8º ano),0,2022
RA-281,3.0,K,13,6.806,Ágata,6.7,10.0,6.9,7.5,5.9,Não,Não,5.625,Fase 3 (7º e 8º ano),0,2022
RA-282,3.0,K,13,6.618,Ágata,8.8,10.0,6.8,7.5,4.0,Não,Não,5.625,Fase 3 (7º e 8º ano),0,2022
RA-283,3.0,K,14,7.131,Ametista,9.6,5.0,8.8,7.5,5.6,Não,Não,6.625,Fase 4 (9º ano),-1,2022
RA-284,3.0,L,13,5.939,Quartzo,6.7,10.0,5.1,5.6,3.8,Não,Não,5.958,Fase 3 (7º e 8º ano),0,2022
RA-285,3.0,L,16,5.063,Quartzo,9.2,2.5,4.1,7.5,2.8,Não,Não,5.75,Fase 6 (2º EM),-3,2022
RA-286,3.0,L,15,5.424,Quartzo,7.1,5.0,5.8,6.3,3.0,Não,Não,5.625,Fase 5 (1º EM),-2,2022
RA-287,3.0,L,17,3.7,Quartzo,7.9,2.5,3.4,5.0,1.1,Não,Não,4.292,Fase 7 (3º EM),-4,2022
RA-288,3.0,L,16,4.097,Quartzo,0.0,2.5,5.6,6.3,0.0,Não,Não,6.833,Fase 6 (2º EM),-3,2022
RA-289,3.0,L,14,6.236,Ágata,0.0,5.0,7.8,6.3,6.8,Não,Não,7.25,Fase 4 (9º ano),-1,2022
RA-290,3.0,L,17,4.929,Quartzo,10.0,2.5,3.9,6.3,1.7,Não,Não,6.042,Fase 7 (3º EM),-4,2022
RA-291,3.0,L,13,8.122,Topázio,8.3,10.0,8.2,6.9,8.0,Sim,Não,7.792,Fase 3 (7º e 8º ano),0,2022
RA-292,3.0,L,16,4.837,Quartzo,7.9,2.5,3.7,7.5,1.8,Não,Não,6.292,Fase 6 (2º EM),-3,2022
RA-293,3.0,L,13,4.875,Quartzo,8.8,10.0,2.9,7.5,2.3,Não,Não,3.333,Fase 3 (7º e 8º ano),0,2022
RA-294,3.0,L,18,5.031,Quartzo,9.6,2.5,5.8,7.5,0.0,Não,Não,5.917,Fase 8 (Universitários),-5,2022
RA-295,3.0,M,14,7.305,Ametista,7.9,5.0,8.0,7.5,6.9,Sim,Não,7.375,Fase 4 (9º ano),-1,2022
RA-296,3.0,M,15,4.665,Quartzo,8.8,5.0,3.6,7.5,2.8,Não,Não,3.833,Fase 5 (1º EM),-2,2022
RA-297,3.0,M,13,7.478,Ametista,7.1,10.0,7.9,6.3,6.6,Sim,Não,7.417,Fase 3 (7º e 8º ano),0,2022
RA-298,3.0,M,13,6.409,Ágata,9.2,10.0,6.3,5.6,5.2,Não,Não,5.417,Fase 3 (7º e 8º ano),0,2022
RA-299,3.0,M,13,7.278,Ametista,7.1,10.0,8.2,5.0,6.8,Não,Não,6.708,Fase 3 (7º e 8º ano),0,2022
RA-300,3.0,M,14,5.557,Quartzo,5.4,5.0,6.9,6.3,3.1,Sim,Não,5.875,Fase 4 (9º ano),-1,2022
RA-301,3.0,M,13,6.802,Ágata,8.8,10.0,5.8,5.6,6.3,Sim,Não,6.042,Fase 3 (7º e 8º ano),0,2022
RA-302,3.0,M,16,6.334,Ágata,9.2,2.5,7.7,6.9,4.8,Não,Não,6.208,Fase 6 (2º EM),-3,2022
RA-303,3.0,M,14,6.03,Ágata,7.5,5.0,7.2,7.5,3.9,Não,Não,5.375,Fase 4 (9º ano),-1,2022
RA-304,3.0,M,15,6.355,Ágata,8.8,5.0,7.7,7.5,4.3,Sim,Não,5.542,Fase 5 (1º EM),-2,2022
RA-305,3.0,M,14,6.058,Ágata,7.9,5.0,6.6,7.5,4.8,Não,Não,5.208,Fase 4 (9º ano),-1,2022
RA-306,3.0,M,14,6.427,Ágata,8.3,5.0,6.8,7.5,5.2,Não,Não,5.958,Fase 4 (9º ano),-1,2022
RA-307,3.0,M,14,4.733,Quartzo,5.4,5.0,4.5,7.5,2.5,Não,Não,4.708,Fase 4 (9º ano),-1,2022
RA-308,3.0,M,13,6.93,Ágata,7.9,10.0,7.4,6.9,5.0,Sim,Não,6.167,Fase 3 (7º e 8º ano),0,2022
RA-309,3.0,M,14,6.151,Ágata,9.2,5.0,5.2,7.5,6.5,Não,Não,5.083,Fase 4 (9º ano),-1,2022
RA-310,3.0,M,15,6.4,Ágata,7.9,5.0,7.5,7.5,4.5,Sim,Não,6.0,Fase 5 (1º EM),-2,2022
RA-311,3.0,N,16,5.652,Quartzo,7.9,2.5,5.6,5.0,5.2,Não,Não,6.222,Fase 6 (2º EM),-3,2022
RA-312,3.0,N,13,7.339,Ametista,9.6,10.0,8.1,7.5,5.2,Não,Não,6.167,Fase 3 (7º e 8º ano),0,2022
RA-313,3.0,N,14,5.8,Quartzo,7.5,5.0,7.0,5.0,4.1,Não,Não,5.889,Fase 4 (9º ano),-1,2022
RA-314,3.0,N,13,6.1,Ágata,5.4,10.0,5.4,5.0,5.3,Não,Não,6.0,Fase 3 (7º e 8º ano),0,2022
RA-315,3.0,N,13,5.672,Quartzo,6.7,10.0,5.1,7.5,3.0,Não,Não,5.056,Fase 3 (7º e 8º ano),0,2022
RA-316,3.0,N,14,7.889,Ametista,10.0,5.0,10.0,6.9,6.1,Sim,Sim,8.389,Fase 4 (9º ano),-1,2022
RA-317,3.0,N,13,7.04,Ametista,8.8,10.0,5.6,7.5,6.8,Não,Não,5.944,Fase 3 (7º e 8º ano),0,2022
RA-318,3.0,N,14,6.527,Ágata,8.3,5.0,6.9,6.9,5.8,Não,Não,6.111,Fase 4 (9º ano),-1,2022
RA-319,3.0,N,13,7.448,Ametista,9.2,10.0,7.7,7.5,5.2,Não,Não,7.5,Fase 3 (7º e 8º ano),0,2022
RA-320,3.0,N,14,7.897,Ametista,8.8,5.0,10.0,6.9,6.4,Sim,Sim,8.667,Fase 4 (9º ano),-1,2022
RA-321,3.0,N,12,7.792,Ametista,9.2,10.0,9.1,5.6,5.2,Sim,Não,8.278,Fase 3 (7º e 8º ano),0,2022
RA-322,3.0,N,13,6.859,Ágata,7.1,10.0,8.1,5.0,4.7,Não,Não,6.778,Fase 3 (7º e 8º ano),0,2022
RA-323,3.0,N,13,6.86,Ágata,9.2,10.0,7.3,7.5,3.4,Não,Não,6.611,Fase 3 (7º e 8º ano),0,2022
RA-324,2.0,A,10,8.27,Topázio,10.0,10.0,9.3,6.9,6.8,Sim,Sim,8.611,Fase 2 (5º e 6º ano),0,2022
RA-325,2.0,A,10,7.619,Ametista,9.5,10.0,6.8,7.5,6.0,Sim,Sim,8.444,Fase 2 (5º e 6º ano),0,2022
RA-326,2.0,A,12,8.22,Topázio,10.0,5.0,9.7,5.0,9.0,Sim,Sim,8.944,Fase 3 (7º e 8º ano),-1,2022
RA-327,2.0,A,11,6.986,Ágata,8.5,10.0,8.8,7.5,2.8,Não,Não,7.333,Fase 2 (5º e 6º ano),0,2022
RA-328,2.0,A,12,6.823,Ágata,10.0,5.0,7.0,7.5,5.3,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-329,2.0,A,11,6.313,Ágata,7.4,10.0,6.9,4.4,5.0,Não,Não,5.778,Fase 2 (5º e 6º ano),0,2022
RA-330,2.0,A,14,6.446,Ágata,9.5,5.0,8.8,7.5,2.5,Não,Não,7.056,Fase 4 (9º ano),-2,2022
RA-331,2.0,A,12,6.636,Ágata,9.0,5.0,8.7,7.5,3.7,Não,Não,6.944,Fase 3 (7º e 8º ano),-1,2022
RA-332,2.0,A,13,7.883,Ametista,9.5,5.0,9.0,8.1,7.5,Não,Sim,8.5,Fase 3 (7º e 8º ano),-1,2022
RA-333,2.0,A,14,5.249,Quartzo,8.0,5.0,5.8,3.8,2.9,Não,Não,6.722,Fase 4 (9º ano),-2,2022
RA-334,2.0,A,11,7.961,Ametista,6.9,10.0,9.2,4.4,8.0,Não,Sim,8.722,Fase 2 (5º e 6º ano),0,2022
RA-335,2.0,A,10,7.902,Ametista,9.5,10.0,9.4,7.5,7.4,Não,Não,6.833,Fase 2 (5º e 6º ano),0,2022
RA-336,2.0,A,13,6.787,Ágata,9.5,5.0,8.5,4.4,5.1,Não,Não,7.889,Fase 3 (7º e 8º ano),-1,2022
RA-337,2.0,B,11,7.914,Ametista,10.0,10.0,9.3,7.5,5.8,Não,Não,7.611,Fase 2 (5º e 6º ano),0,2022
RA-338,2.0,B,12,6.837,Ágata,8.5,5.0,7.3,7.5,5.8,Não,Não,7.611,Fase 3 (7º e 8º ano),-1,2022
RA-339,2.0,B,11,8.488,Topázio,6.9,10.0,9.9,7.5,8.1,Sim,Sim,8.889,Fase 2 (5º e 6º ano),0,2022
RA-340,2.0,B,11,7.721,Ametista,9.0,10.0,8.2,7.5,6.5,Não,Não,7.667,Fase 2 (5º e 6º ano),0,2022
RA-341,2.0,B,12,6.854,Ágata,8.0,5.0,7.7,7.5,5.8,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-342,2.0,B,14,6.941,Ágata,9.0,5.0,6.7,7.5,6.6,Não,Não,7.5,Fase 4 (9º ano),-2,2022
RA-343,2.0,B,14,6.9,Ágata,9.5,5.0,7.4,7.5,5.9,Não,Não,7.167,Fase 4 (9º ano),-2,2022
RA-344,2.0,B,11,7.263,Ametista,8.5,10.0,8.3,7.5,4.5,Não,Não,7.5,Fase 2 (5º e 6º ano),0,2022
RA-345,2.0,B,13,5.75,Quartzo,9.5,5.0,5.4,5.6,3.6,Não,Não,6.667,Fase 3 (7º e 8º ano),-1,2022
RA-346,2.0,B,10,8.143,Topázio,10.0,10.0,9.1,7.5,7.0,Não,Não,7.889,Fase 2 (5º e 6º ano),0,2022
RA-347,2.0,B,12,7.908,Ametista,9.0,5.0,10.0,5.6,8.5,Sim,Não,8.0,Fase 3 (7º e 8º ano),-1,2022
RA-348,2.0,B,12,5.864,Quartzo,9.0,5.0,8.7,7.5,1.8,Não,Não,5.833,Fase 3 (7º e 8º ano),-1,2022
RA-349,2.0,B,12,5.658,Quartzo,9.5,5.0,7.7,7.5,3.7,Não,Não,3.944,Fase 3 (7º e 8º ano),-1,2022
RA-350,2.0,D,11,8.206,Topázio,10.0,10.0,8.8,7.5,6.5,Não,Sim,8.611,Fase 2 (5º e 6º ano),0,2022
RA-351,2.0,D,14,6.622,Ágata,9.0,5.0,7.2,7.5,4.0,Não,Não,8.111,Fase 4 (9º ano),-2,2022
RA-352,2.0,D,11,7.834,Ametista,9.0,10.0,8.1,5.6,7.0,Não,Sim,8.389,Fase 2 (5º e 6º ano),0,2022
RA-353,2.0,D,11,8.264,Topázio,7.0,10.0,10.0,7.5,7.5,Não,Sim,8.444,Fase 2 (5º e 6º ano),0,2022
RA-354,2.0,D,13,5.858,Quartzo,8.5,5.0,4.3,7.5,4.5,Não,Não,7.333,Fase 3 (7º e 8º ano),-1,2022
RA-355,2.0,D,12,5.379,Quartzo,5.8,5.0,5.0,7.5,4.5,Não,Não,6.056,Fase 3 (7º e 8º ano),-1,2022
RA-356,2.0,D,12,6.69,Ágata,10.0,5.0,8.4,5.0,4.6,Não,Não,8.278,Fase 3 (7º e 8º ano),-1,2022
RA-357,2.0,D,12,7.836,Ametista,8.0,5.0,9.6,7.5,8.5,Não,Não,7.778,Fase 3 (7º e 8º ano),-1,2022
RA-358,2.0,D,13,5.412,Quartzo,7.5,5.0,6.5,7.5,0.0,Não,Não,7.556,Fase 3 (7º e 8º ano),-1,2022
RA-359,2.0,D,12,6.606,Ágata,9.0,5.0,7.0,7.5,4.6,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-360,2.0,D,12,7.075,Ametista,9.5,5.0,8.5,7.5,5.2,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-361,2.0,F,13,6.731,Ágata,7.9,5.0,9.2,6.3,5.0,Não,Não,6.778,Fase 3 (7º e 8º ano),-1,2022
RA-362,2.0,F,12,7.413,Ametista,8.5,5.0,7.9,7.5,7.9,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-363,2.0,F,12,6.644,Ágata,10.0,5.0,10.0,6.9,2.0,Não,Não,7.056,Fase 3 (7º e 8º ano),-1,2022
RA-364,2.0,F,11,8.75,Topázio,9.5,10.0,10.0,7.5,8.8,Não,Não,8.167,Fase 2 (5º e 6º ano),0,2022
RA-365,2.0,F,10,8.063,Topázio,8.0,10.0,10.0,5.0,7.8,Não,Não,7.833,Fase 2 (5º e 6º ano),0,2022
RA-366,2.0,F,12,7.181,Ametista,9.5,5.0,9.4,7.5,5.5,Não,Não,6.833,Fase 3 (7º e 8º ano),-1,2022
RA-367,2.0,F,12,6.95,Ágata,8.5,5.0,7.4,6.3,6.7,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-368,2.0,F,13,6.969,Ágata,8.0,5.0,7.9,5.0,7.3,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-369,2.0,F,11,6.973,Ágata,9.0,10.0,6.9,7.5,4.8,Não,Não,6.889,Fase 2 (5º e 6º ano),0,2022
RA-370,2.0,F,12,7.066,Ametista,8.5,5.0,8.2,5.0,7.2,Não,Não,7.611,Fase 3 (7º e 8º ano),-1,2022
RA-371,2.0,F,10,8.112,Topázio,9.5,10.0,8.0,6.9,8.4,Não,Não,7.667,Fase 2 (5º e 6º ano),0,2022
RA-372,2.0,F,10,7.304,Ametista,8.5,10.0,5.5,6.9,7.8,Não,Não,7.389,Fase 2 (5º e 6º ano),0,2022
RA-373,2.0,F,11,7.503,Ametista,6.4,10.0,9.5,5.0,7.3,Não,Não,6.944,Fase 2 (5º e 6º ano),0,2022
RA-374,2.0,F,12,7.747,Ametista,9.0,5.0,9.8,7.5,6.9,Não,Não,7.944,Fase 3 (7º e 8º ano),-1,2022
RA-375,2.0,F,11,7.831,Ametista,9.0,10.0,9.5,7.5,5.4,Não,Não,7.667,Fase 2 (5º e 6º ano),0,2022
RA-376,2.0,F,12,6.957,Ágata,9.0,5.0,9.0,7.5,4.3,Não,Não,7.5,Fase 3 (7º e 8º ano),-1,2022
RA-377,2.0,F,12,6.743,Ágata,9.0,5.0,7.7,5.6,6.2,Não,Não,6.833,Fase 3 (7º e 8º ano),-1,2022
RA-378,2.0,I,12,7.203,Ametista,9.0,5.0,6.8,5.6,8.1,Sim,Não,7.889,Fase 3 (7º e 8º ano),-1,2022
RA-379,2.0,I,13,6.722,Ágata,8.5,5.0,8.1,7.5,5.0,Não,Não,6.778,Fase 3 (7º e 8º ano),-1,2022
RA-380,2.0,I,13,4.556,Quartzo,7.9,5.0,4.4,5.0,2.5,Não,Não,4.833,Fase 3 (7º e 8º ano),-1,2022
RA-381,2.0,I,13,6.454,Ágata,9.0,5.0,8.3,6.9,3.3,Não,Não,6.944,Fase 3 (7º e 8º ano),-1,2022
RA-382,2.0,I,14,6.777,Ágata,9.0,5.0,7.7,6.3,5.4,Não,Não,7.333,Fase 4 (9º ano),-2,2022
RA-383,2.0,I,11,8.4,Topázio,9.0,10.0,9.6,7.5,8.1,Não,Não,7.778,Fase 2 (5º e 6º ano),0,2022
RA-384,2.0,I,12,7.558,Ametista,9.0,5.0,8.4,6.3,8.1,Não,Não,8.0,Fase 3 (7º e 8º ano),-1,2022
RA-385,2.0,I,12,6.083,Ágata,7.4,5.0,7.5,5.0,4.9,Não,Não,6.5,Fase 3 (7º e 8º ano),-1,2022
